tweet,label
Papatyanın bir yaprağı daha olsaydı severmiydin beni..?,1
Son günlerdeki gündeme bakar mısınız,1
"Her taraf yangın yeri, üstüne kadın cinayeti, yetmezmiş gibi çay saati. Neye üzülelim? Kime kırılalım? Nasıl hissedelim?",1
Su içsek sırtımızdaki deliklerden akacak h l  bana güvenmiyor musun diyor ?,1
Ormanlar yanıyor Kadın cinayeti işleyen ve gömecek yer bulamayan zihniyet nereye gömecek,1
Tutuşturdunuz ateşe ne dersiniz ?,1
NEDEN HALA EVDE OTURUYORUZ,1
Nefes alan ya da aldıran her şey ölsün mü yani?,1
Neymiş başka ülkelerden yardım istenmeyecekmiş . Bu nasıl bir kibir ya,1
"Bu arada Celalzade Mustafa, ilginç bir isim... Acaba üzerinde çalışıldı mı?",1
Ne desem bilemedim. ?,1
ispartayaniyor Havadan müdehale icin neyi bekliyorsunuz artık,1
Asla uçak gelmiyor asla  Yalanınız batsın. UÇAK YOK  marmarisyaniyor Bu halk bununla nasıl mücadele edecek nasıl?,1
Lanet olsun mu ?,1
Isparta ya acil destek lütfen  yetkililer nerede  ?,1
YaseminUyar ı öldürmeye hiç utanmadınız mı? Ne istediniz kadınlardan be yapmayın artık şunu?,1
Pandemide 5 maske bile dağıtamayınca itibarın zedelenmiyor ama helpturkey yazınca itibarın zedeleniyor öyle mi??,1
"Evi yanan insanlara taksitle ev satmak ne lan, sığır mısınız?",1
arkadaslar kim benle 1yil kibrisa hazirlik okumaya gelir???,1
Devlet hastanesinde 7 24 korona testi yapılıyo mu yoksa belli bi saati var mı?,1
Ağaçlarimizi ?,1
Liyakatsizliğin getirebileceği maksimum zarar ne kadar olabilir ki,1
"Bu ülkede çocuk , kadın , ağaç , deniz , toprak , hayvan , insan olmayacaksın Geriye ne kaldıysa",1
Bu bolgeye yangın söndürme uçağı yollanması için bizler adına seslenebirmisin,1
Daha fazla kötü haber duymak istemiyorum  Dünya nasıl bir yer haline geldi böyle?,1
Tanga alıcam hangi renk olsun?,1
devletin tam olarak amacı nedir,1
Apple Haritalardaki uçaklar yarın buzlanır mı?,1
"Canlı canlı yanan kurda , kuşa , kediye , köpeğe , ağaca , fidana çiçeğe mi",1
"5 Ton altı su atan uçakları kabul etmiyorlarmış, helikopter ne kadar su atıyor?",1
Bu topraklarda yaşayan tüm canlıların canının yanması ne zaman beka veya milli güvenlik meselesi olacak?,1
Var mı yarın?,1
İmtihan mı bu?,1
Ülke yanarken saçınızı taramaya devam mı,1
yalıciftlikyaniyor uçaklar nerde,1
Takipleşelim mi ne dersin?,1
"Lan bütün belediye başkanları , oyuncular ve halk bağırıyor yırtınıyor yardım edin diye , niye yardım etmiyorsunuz",1
7 Kim inandırdı bize yardım göndereceklerine?,1
Hep korkarak hep bir gözümüz arkada mi çıkacağız sokağa ?,1
Herkes çok iyiyse bu kadar kahpeliği kim yaptı?,1
Ormanlar acaba kimin eliyle yakıldı,1
Tam olarak ne zaman ülkece huzur ve mutluluğa ereceğiz?,1
Yine mi yol?,1
Ne yapsın millet yemesin içmesin kızlarını sokağa yollarken birkaç koruma mı tutsun,1
"Tanrım , kollarını açar mısın",1
Yangınlar mı bitti yoksa Çay mı kalmadı ?,1
AzraGülendamHaytaoğlu Ne olacağımız belirsiz yaşıyoruz . Ölecek miyiz,1
Sesi soluğu çıkmadan canına kastedilen hayvanlara mı?,1
Helpçiler nerde yaa bir anda kayboldular?,1
Ünlü Fransız Düşünür WALTHER bakın ne demiş,1
Yılda bir gelip hizmet garantili sağmak varken niye işgal edip para harcasın olm size?,1
"Hadi tartış abi . Getirdin tüm muhalefeti meclise , akp ve mhp fire vermeden oylama kazanma ihtimali var mı",1
Katarlılara Kanal İstanbul u yapamayacağız dedin de karşılığında senden buraları mı istedi n oldu abi?,1
DELİ İBRAHİMİN BİLMEM KAÇINCI GÖBEKTEN TORUNU OLAN ADAMI KİM DURDURACAK?,1
"Sokakta bekçi görmeye dayanamayan adamları nasıl da askere , barkod koduna razı ettiler ama",1
Ormanlık alanlara kontrol İçin gidebileceğimiz gruplar var mıdır İstanbul  da?,1
Şu başlığı açmaya cidden utanmadınız mı,1
Ne olacak bu ülkenin hali?,1
Gün geçtikçe herşey daha da kötüleşiyor hangi zamana bırakalım,1
hep şu soruyu sorun lütfen;  Kavanozu sallayan kim?,1
19 agustostaki mac icin bilette yardim olabilecek birisi varsa yazabilir mi lutfen?,1
Arkadaşlar merhaba . Benim 50 takipçiye ihtiyacım var tweet atabilmek için . Yardımcı olur musunuz lütfen,1
Kalktıysa yalatırmısın?,1
Güncel  tagler ne ?,1
Varsa bi miktar hızır alabilir miyim?,1
ormanbakanı nı yangın bölgesinde gören oldu mu?,1
Hayir tam olarak neyi savunuyorsun,1
Siz olsaydınız AKP iktidarına yardım eder miydiniz,1
"Çünkü bazı soruların cevapları yok , yetersiz . Neden öyle oldu",1
Şimdi yarın Çiğli de 2 . Doz aşım var gideyim mi gitmeyeyim mi,1
Şimdi söyle sen mi ben mi hangimiz üstün,1
söyle tüm bunlar sence neden?,1
Ben aşı olmadığım için sinemaya gidemeyeceğim ama afganlar suriyeliler elini kolunu sallaya sallaya ülkeme gelecek bunların hepsi aşılı mı?,1
Benim neden öldürülme ihtimalim olduğunu bana açıklar mısınız,1
abi depresyona giricem mal gibi şarkı önerir misiniz ?,1
ZORBA nasıl olunur?,1
Suçlu muhtarlar açıklaması yapılmadı mı,1
Katar ın yangın söndürme uçağı falan var mıdır acaba?,1
"Genelkurmay Başkanı aynı zamanda Milli Savunma Bakanı sayılıp, Savunma Bakanlığının üst kademesi sivillerden arındırılsa?",1
öyle bir ülkede yaşıyoruz ki bundan daha kötü ne olabilir,1
Darbe olur halk durdurur ülke yanıyor halk söndürüyor yakanları da halk yakalıyor ulan siz niye varsınız ??  ???,1
bilmem mi,1
İnsanların ahkam kesmesinden bıktım. Size yetkiyi kim veriyor kardeşim?,1
Mın jı tere çik ani?,1
irem kendi istegiyle mi kacmis??,1
5 Yıla kadar hapis istemişler. Kim istemiş? Neden istemiş? Üstünüze mi alındınız?,1
yangini cikaranlar yanlislikla kendilerini yaktiginda kimse gormedi diye orada bulunan halktan yardim istiyor mudur?,1
Kaç gün geçti yangın h l  neden tam olarak söndürülmüyor?,1
Boş boş işler peşindeyiz,1
Ne kadar hazin bir çağda yaşıyoruz değil mi,1
Azeri askerler Türkiye deki yangını söndürmeye çabalarken askerimizin Suriye ve Afganistan da ne işi var?,1
Acaba ne zaman güzel haber alacağız ?,1
Kimden yardım istiyorsuznuz acaba???,1
Bir de bilmiyorum bu yapıldı mı,1
"hala daha hicbir tepki vermeyen , en ufak bir destekte bulunmayan arkadaslarimi gotuyorum ve sok oluyorum",1
Bunlar bildiğimiz o isimler mi yoksa feyk hesaplar mı?,1
"siteyi terk ediyorum,3. emoji tepkiniz nedir ?",1
"Devlet;  10  ibana ateşle  derken aciz değil, yanan ormanlara müdahalede sıkıntı yaşarken mi aciz?",1
Ya siz yaşanan tüm kötü olayların arkasına acıklı müzik koyup video çekerek neyi amaçlıyosunuz??,1
Avustralya yangını bilmem kaç gün sürmüşmüş . Ne yapalım biz de o gün dolana kadar bekleyelim mi,1
"Neyi kurtaracağımızı şaşırdık . Ağaçları mı , çocukları mı , kadınları mı",1
abd ye düşman mıyız değil miyiz ?,1
"Türkiye gündemi katledilen , şiddet gören , kaybolan kadınların haberleri ile dolu . Bugün onlar , yarın acaba kim",1
YUZU S VA IS AN ARTIST????,1
Zincir yapıp birbirimizi etiletlemek yerine yardım edebilecekleri etiketlesek?,1
"Madem strong türkiye , madem we dont need help neden devlet iban numarası paylaşıp halkından para istiyor",1
Şöyle ülkeye bi reset atılsa cahil fesat ve sapıklardan kurtulsak nasıl olur ?,1
Olmasak mı keyif pezevengi?,1
Birazcık ilgi satın alabileceğim bir yer varmı???,1
Bu terörist hala tutuklanmadı mı,1
Bizim ordumuz yok mu,1
Bilen var mı?,1
aq weverseune giremiyorum mail atmiyo???,1
"Yangınlar, cinayetler, kaçırılanlar ne oluyor? Bize ne oluyor?",1
Gezi olaylarında tam donanımlı itfaiye aracını yakan bu şerefsizler değil miydi?,1
Uyusam geçer mi?,1
"Ağaçları mı, Kadınları mı, Çocukları mı?",1
Müge Anlı başbakan olabilir mi artık?,1
insanları beyinlerini kullanmaya davet ediyorum.nereye kadar böyle bir şeye körü körüne bağlanacaksınız,1
NE İSTEDİN DE VERMEDİK BE ADAM?,1
Ben uyurken odamdaki klimayı kapatıp 34 derece sıcakta bir de örtü örtmüşler üzerime ne istiyonuz buharlaşmamı falan mı?,1
"Türkiye yanıyor yardım edin denediği için , ülkeyi rezil ediyorsunuz diyenler vardı",1
Is ilanlarina neden cinsiyet ve yas yazarlar,1
İklim krizi ile mücadelede hayatlarımızda neyi değiştirdik?,1
Çok iyi faldan anlayan arkadaş Yok mu?,1
Dm nıza g l n  n qeyri adi mesaj?,1
Bu ülke bu nefreti hakedecek kadar size ne yaptı,1
Neden yardım kabul etmiyorsunuz?,1
Atatürk olmasaydı da olurduk hee,1
Geçmişe inat her şey güzel olacak mı?,1
"Varsayalım Ki Deliyim, Siz Neyinize Güvenip Akıl Veriyorsunuz?",1
Kışlada binlerce asker var. Neden doğru tekniklerle bu yangınlara müdahale desteği verilmiyor?,1
"Çokça yağmur yağsa,temizlenir mi şu kirli dünya?",1
Millet in işsiz ve ekonomik zorlukları yaşaması neden ağrınıza gitmedi ?,1
Her yerin yanmasına mı üzülelim yoksa bitmek bilmeyen kadın cinayetlerine mi,1
Kim bu cennet vatanın uğruna olmaz ki feda ?,1
Bu ülke bu millet bu vatan hangi birisini kurtarmya çalışsın ağaçları mı Kadınları mı Çocukları mı hayvanları mı,1
Ateşin Çocukları yangını biz çıkarttık diye şaka yapmış olamaz mı? Niye hemen faşistlik yapıp suçu onlara atıyorsunuz?,1
Neden kimse yangınları üstlenen Orospu Çocukları Pkk ya bir şey demiyorsunuz? Korkuyormusunuz yoksa sizlerse hain misiniz?,1
"Yardım edebileceğimiz , katılabileceğimiz ekipler var mı",1
"Allah ım Sur un üfleneceği yok, tahmini ne zaman şu toprakları dünyadan silecek bir meteor gönderirsin?",1
Acılarım kaç gün sürecek Portuga?,1
kavaklidereye helikopter lazim neredesiniz?,1
"Arkadaş 500 ün 300 ünü devlet, 200 ünü vatandaş karşılayacaksa, Devlet bütün kayıpları telafi edecek niye diyorsunuz. Algımı?",1
Madem olmayacaktı neden olur gibi oldu?,1
"Kadınlarımı koruyalım, çocuklarımı koruyalım, ormanlarımı koruyalım ??  Kimi koruyalım ne yapalım ?",1
"Yeterin artık , iğrençsiniz Lanet olsun size Erkek mi oluyorsunuz , bu vahşiliği yapınca",1
Ben su muyum bunları kaldırayım?,1
Spoiler gerakan yaa???,1
Yardım,1
Ispartadaki yangın ne durumda?,1
Ülkeye elini kolunu sallayarak giren milyonlarca ne olduğu belli olmayan kişilerin girmesi neden ağrınıza gitmedi ?,1
Kafalara atılan Çay la mı?,1
bu amına kodumun monarşisinden nasıl kurtulcaz ???,1
çay mı içsek napsak?,1
"Hayata gözlerini yumanlar var, neden?",1
Nasıl öfkelenmem düşündükçe memleketimi,1
Nerde sizin insanlığınız? Bir kere iki kere paylaşınca siz ona destek olduk mu diyorsunuz?,1
August rek c muna taww??,1
Yangınları söndürmek için çevik kuvvetin kullandığı Toma araçlarınında kullanılması büyük katkı sağlamaz mı?,1
Sizde de Google a erişim sıkıntısı var mı ?,1
Lan Azerbaycanlılar gavur mu?,1
"ağaçları mı, hayvanları mı, kadınları mı yoksa çocukları mı ?",1
"Hadi k firler bu ülkenin tökezlemesini istiyor, peki sana ne oluyor müslüman?",1
Meclis bir komisyon topladimi?,1
bazen bir insanla zamanda geçeli çok oldu nerde bu insann zmzalnzm?,1
"Sevmeyi öğrenmeye yetmiyorken, nefret etmeyi hangi ara öğreniyorsunuz?",1
Ölüm Allah ın emri de herkes tecavüze uğrayıp bedeni parçalanarak mı ölüyor,1
Çocuğu mu?,1
Çocuktum annem ve babam ağaç dikmek için diğer köylülerle dağlara giderdi .. Soruyorum size bunca emek nerde,1
Akp nin inatla kullanmadığı yangın uçaklarını hurda fiyatına satın alıp kullanacak bir babayiğit yok mu şu ülkede ?,1
HelpTurkey Dünya gündemine düşmeseydi. Hangi kanal haber yapacaktı?,1
yaralı parmağa bile işemez misin be adam?,1
Bangtan a aşığım diye neden Kore manyağı gibi muamele görüyorum ki ?,1
Katili hapiste şişleyene ödül vaad etmek suç mu,1
Ayrılıq zamanı t r fl rd n birinin dediyi M n s nsiz nec yaşayaram,1
Bu yangın duracak mı,1
Geçmiş yıllardaki gibi niye yardım istenmez,1
"Şaka mısınız siz ya yanan bizim Ülkemiz , bizim canlarımız neredesiniz siz",1
Güzel şeyler neden hep uzakta?,1
200 yıllık ağacın değerini karşılayabilir misin?,1
İnsanın bu dünyada başkasına ettiği zulmü görüp susarak sessiz kalanlarda zulmetmiş sayılmaz mı,1
Olimpiyatlarda ABD li sporcuların maskesinin kalite farkı bir benim mi ilgimi çekiyor acaba,1
Neden kadın hakları diye bir şey yok?,1
Nasıl bir çağdayız,1
Amaç?,1
O değil de kodaman iş adamları nerede yahu? Neden hepsinin sesi kısık ?,1
Gece helpturkey etiketiyle attığım gönderi niye silinmiş?,1
Düşünsenize güvensizlik ne kadar hakim. Hala yangın devam ederken  araziler acaba imara açılır mı? Otel yapılır mı?,1
Bu sıcakta yoğurt ile olacak olan en iyi şey nedir ?,1
Gerçek bir savaş çıksa ne yapacağız?,1
Eskiden ormancılar falan vardı simdi yok mu onlardan?,1
memleketimde ormanlık alan kalmadı neye ve kime göre strong?,1
Bir günde 2 kadın cinayeti haberi mi,1
Global Call   yazmayan kaç kişi kaldık ?,1
Arkadaşlar kaliteli çay bulabileceğim bir yer var mı?,1
Bu kaçıncı gencecik fidan toprağa veriyoruz yetmedi mi,1
Karadan müdahaleyle nereye kadar,1
ajsjsjkskjswjjwnsnsndnsbbss??? ?,1
Ne diyoruz?,1
"Ağaçları mı , hayvanları mı, kadınları mı yoksa  çocukları mı?",1
"Çok sinirli, gergin ve mutsuzum. Biri üstüme çay fırlatabilir mi?",1
galcoin GS galatasaray galatasaraycoin yükseliş görünüyor mu dersiniz ?,1
Bodrum gundoganda aksama doğru alkol ısmarlayıp sonra takılcagim ufak alet seven gizli erkeksi pasif varmi,1
Tek ihtiyacım neydi biliyor musun?,1
"hesap gidici, mens alabilir miyim guzeller?",1
Yanan ormanlarımıza mı?,1
sizce ben bu ay 3 kez kredi kartımı kaybedip çalındı diye panikleyip iptal ettirmiş miyimdir,1
Nasıl insanlar olduk?,1
Eskiden her afette olay yerine ilk giden TSK olurdu. Neden TSK hiçbir yardım yapmadı?,1
Ne desek ne söylesek boş değilmi,1
Kına satışları arttı mı acaba?,1
TEN SOLO STATION WHAT TEHFJCIN?,1
21 yaşım çığlık attı duydun mu?,1
diyorlar doğru mu??,1
Duydunuz mu?,1
"Ne ormanlarımızı koruyabiliyoruz ne kadınlarımızı ne de çocuklarımızı, birinizde dönüp demiyor mu ne sike yarıyoruz bir diye?",1
"Kadınların rahat nefes alabilmeleri için , daha kaç canın yaşamını yitirmesi gerekiyor",1
... Başkan Gürün Yangın ne zaman biter,1
Aklıma çocuğunu hazır suyla yıkayan arkadaşım geldi.Napıyo acaba şimdi?,1
Her işi vatandaş yapacaksa bunca kurumu niye besliyoruz,1
Katilin suçu yok yani ?,1
bi aile otobus duraginin dis kismindaki yansimadan kendilerini izleyodu ve kucuk kizin telefonundan how you like that caliyodu????????,1
Öyle bir ülkede yaşıyoruz ki bundan daha kötü ne olabilir,1
5. Sektörden ayrılmanı isteyen mağdurla anlaşmaya vardın mı?,1
Allahçım müsait mi değilsin? İşlerin çok mu yoğun? Neden günlerdir bir damla yağmur yağdırmadın?,1
Kimseye güvenemeyecek miyim?,1
line a düşüyor muyum??,1
Yaklaşan İstanbul Depremi için ne yapıyorsun?,1
daha ne kadar cok kadin cinayetleri politiktir desek akillarina girer???,1
StrongTürkiye nin askerleri de mi müdahale edemiyor?,1
Bu Memleketin Ordusu Nerede ki Bize Azerbeycan dan Askerle Yangın Desteği Geliyor ??,1
Marmaris te halka TRT muhabirine neden saldırıyorsunuz,1
Ne istiyorsunuz,1
"Acaba kim, nasıl müdahale yapacak, nasıl yetişecekler?",1
Yangınlardan naber ? Hala devam ediyormu ?,1
Tarih boyunca erkeğin kadını koruduğu söylendi. Sahii erkek kadını kime karşı koruyor?,1
Soru 3  K POP taki ilk biasın kim ?,1
taksiye bindiğimde başıma bir şey gelir mi tedirginliğiyle yolculuk yapmak zorunda mıyım gerçekten bu ülkede,1
ispartayaniyor StrongTurkiye strongTürkiye yangin Bodrum Marmaris Manavgat mugla Biz NATO nun nesiyiz,1
Antalya günlerdir yanıyor köylerimizden yangın haberleri alıyoruz hala neyi bekliyorsunuz,1
Birbirimizi görmeden yaşlanıyoruz farkında mısın?,1
Ülkemde neler oluyor,1
Peki biz görmenizi bize bir değer biçmenizi istemekten başka ne yaptık,1
Hani tepkiniz ?,1
Ülkem yanıyor canlı olan herşey .. değer taraftan suçlu aranmalı değil mi,1
Beni 2 k yapar mısınız?,1
Biri yazdı Senin başka ayakkabın yok mu,1
NAPİM? ?,1
Bağımlı bir insan tek bir şeye bağımlı kalır mı hiç,1
1  Gencim ve hiçbir risk grubuna dahil değilim. Neden aşı yaptırayım?,1
Kızılay nerede.,1
Ne yapsak halk olarak bizlerde devletimiz cömerttir diyip iban mı paylaşsak ortak bir değerde buluşuruz belki ?,1
Yok mu içimizde eski pilot filan?,1
"Ne için üzüleceğimizi şaşırdık artık kadınlara mı , çocuklara mı , ağaçlara mı , hayvanlara mı",1
Hakafushi?????,1
Lan acaba ben Kemalist mi oldum?,1
Uyuyor musunuz?,1
Ecevit in önüne yazar kasa fırlatan göt nerelerde lan?,1
Her insanın  düşüncesi  farkli olabilir neden baska düşüncelere  saygı  göstermiyoruz ?,1
perdio lee know,1
Farkında mısınız bilmiyorum ama Marmariste yanmayan tek ormanlık yer Erdoğanın yazlığı ve çevresi??,1
3.51 52 hacim gelirse değişik şeyler olur ?,1
Hangi olaya yetişelim; yangınlara mı ? kadınlara mı ? çocuklara mı ?  dilsiz ve masum olan hayvanlara mı ?,1
Dün den kırgın bugün den yorgunsak yarının suçu ne ?,1
Egonuzda boğulun cidden  Yanıyor memleket siz hala neyin derdindesiniz?,1
Utanmadan bir de akbile zam mı yaptınız,1
Biz helpturkey yazdığımız için terörist oluyoruz peki siz uçak almak yerine saray yaptırınca ne oluyorsunuz?,1
Neden bu yangınlara engel olamıyorsunuz,1
Babasını reddeden ecdadını tanır mı?,1
bu tweeti ulkenin girisine assinlar??,1
25 fidan bağışladın diye seni linçleyen kanser şahıslar utanır mı,1
Yardım isteyince aciz olunuyorsa niye iban istiyorlar ki,1
Ülkenin bir yerlerinde güzel bir şeyler oluyor mu acaba?,1
Bakanlığın kurduğu kriz koordinasyon ekibi vs var mı?,1
siz hala cehennemin öldükten sonra olacağına mı inanıyorsunuz?,1
değildir de nedir,1
çocukları mı?,1
peki neyle oluyor? tekbir getirmekle mi ya da çay fırlatmakla mı??,1
Biriyle birlikte olunca onu tamamen size aitmiş gibi düşünmenizin nedeni nedir acaba? Kendinizi nimetten mi sayıyorsunuz gerçekten?,1
Daha ne bekliyorsunuz bilmiyorum . Bir şeyler yapmanız için kaç kadın daha ölecek,1
"Ne diyorsun evladım sen, babanı mı öldüreceksin?",1
13 14 yaşında olan uşaqların bir çoxu siqaret ç kir . Valideynl ri görmür,1
Son durum ne arkadaşlar ?,1
Bu millet daha sizin için ne yapsın .. ?,1
Ateşin Çocukları mı????,1
TV ler dünya genelinde yangın haberi yapmaya başladı mütemadiyen . Hayırdır ya,1
"MADEM O KADAR YADIM GELDİ, NEREDE?",1
Günlerdir şu yangınları başlatan orospu çocuklarından hiç mi yakalanan olmadı,1
Akpartililer de biraz ya zerre kadar şeref onur gurur kalmış mıdır,1
Ben şimdi nasıl düşman olacağım sana ?,1
Neremiz strong tam olarak?,1
Joy division dinleyen kız sever mi?,1
Arkadaşlar hepimiz biliyoruz değil mi,1
YOKSULLUĞA?,1
UY JAYB VLOG,1
verdin mi bize şans?,1
"Bakın kadınlar sadece öldürülmemek istiyor, bu isteğin ne kadar korkunç olduğunun farkında mısınız?",1
Birbirine gebe tüm kötülükler. İnadına diyecek güç bırakmadılar. Amaçları bu muydu?,1
Son soru  en sevdiğin yemek ?,1
"Kadın cinayetleri devam, çocuk istismarları devam, yangınlar devam, bunlar ne işe yarıyorki?",1
Bu aldığınız kaçıncı can,1
Nerde bu devlet hı nerede,1
başına geçtiğin bu ülkeden bu kadar mı nefret ediyorsun cidden ?,1
Harçlıklarimizdan biriktirip zarfları doldururduk . Zarf yarışı yapardık THK için Nerede Uçaklarımız,1
Kurşun döktürmemiz gerek. Başka türlü olmaz. Helikopteri olan arkadaşlar ülkenin üzerinde 3 5 tur dönebilirler mi?,1
Sen Gedizsin 41 derece sıcaklık ne,1
Mogollari ben de sevmiyorum ama kime oy verelim abi CeHaPeye mi?,1
yanmiyorda bileniniz varmı,1
ANNIVERSARY,1
"Peki ya artık biz kendimizi mi koruyalım, ağaçları mı, hayvanları mı yoksa doğayı mı?",1
Sahi bunları ne zaman döveceğiz evire çevire?,1
"Arkadaşlar pardon da , katillerin bile tutuklanmadığı ülkede bu mu tutuklanır sizce",1
"Biz bu hale nasıl geldik, nasıl bu kadar canileştik?",1
niy  bel di? niy  bu q d r narahatdı ür yim?,1
Birinin sizden rahatsız olduğunu nasıl anlarsınız??,1
Nasıl iş lan bu?,1
2015 te yediğim sakinleştirici iğnenin bugün karşıma psikoljik rahatsızlığın var mı şeklinde çıkması peki?,1
Neden çantamda çakıyla ve gazla geziyorum ?,1
Biz HDP ile hiç ittifak yapmadık demiş doğrumu bu ?,1
Uçaklar geliyordu?,1
"Asıl soru , Tomalar nerede",1
"Kötüler heryerde , ülkemle ne alakası var?",1
İyice psikopata bağladım kendimi iyi mi?,1
"Olana mı üzüleyim, olmayana mı, olacaklara mı?",1
Bu nedir ya,1
ben ne zaman oda açabilicem acaba,1
Çok iyi değil . Şunu tekrar edebilir misiniz,1
Yangın yerinden çığlıklar dokunmuyor ama yardım istenmesi mi dokunuyor?,1
"Bekir in, Fahrettin in, Süleyman ın, Ziya nın istifaları ile kurtulacağız mı?",1
Bugün yine bi erk k tarafından saçımın boyalı olması ve gözümde rimel olması rimel,1
nasıl bi çaresizliğin ortasındayız? nereye kadar ruh sağlığımızı kaybetmeden böyle devam edebiliriz bu ülkede?,1
Balki birga kitob o qirmiz?,1
Doğa bunun hesabını elbet soracak ve ağır bedeller ödeyeceğiz . Biz kimden hesap sormalıyız,1
"Ortalıkta üfürükçü, işıkçı, koç manevi danışman dolaşırken yaptığınız sadece biz mi düşmanlıktır?",1
Ya şaka mısınız?,1
Üç beş kişinin rantı için seksen milyonu sefalete sürüklemekten başka ne yaptınız,1
Zaman herşeyin ilacı diyorsun da fazlası intihara girmez mi???,1
"Hangi felaketi paylaşacağız , , hangisine lanet edeceğiz , kime yalvaracağız , kime isyan edeceğiz",1
"Ağaçları mı, Kadınları mı, Çocukları mı.?",1
Dünyanın sonumu yaklaştı ne,1
NEYMİŞ?  GÜÇLÜ İDİLER     Ne oldu?,1
Sizce ben şeklini beğendiğim için fiyatına bakmadan  aman en fazla ne olabilirki?  diye aldığım temizlik bezine 24 TL ödemiş miyimdir?,1
"Ağaçları mı,kadınları mı,çocukları mı.?",1
Havalar nasıl,1
ÇAAAAAAYLAAARRRRRR?????,1
Bu sabah avrupa dan gelecek olan uçaklar nerede,1
Türkiye de yaşananlar arabesk filmlerindeki sahneler gibi değil mi,1
Çok sıkılıyorum soru cevap etkinliği yapsam katılır mısınız ?,1
"Hiç kendi yediğiniz boklara bakmıyor , hala kendinizi haklı görüyorsunuz değil mi",1
bp in her bildirimini görmek zorunda mıyım ben,1
StrongTürkiye MİLLET SİZ GAZ VERMEDEN TİVİT ATMIYONUZ MU?,1
Güldük Eğlendik Şimdi Öpüyüm mü Seni Bir Kere.. ?,1
"Gelmeyecek bir gideni , olmayacak bir nedeni beklediniz mi",1
Ya bu yurtdisindan gelen yangin ucaklari kullaniliyo mu bilen var mi goren var mi,1
rock cb mi bas isaret ve kucuk oarmaklar ? ? ? ? ?,1
hangi taglerdeyiz??,1
Çok çok seviyorduk ne olduuu ??,1
nasıl dönebiliyor gözleriniz bu kadar?,1
Acaba gelen afganlılar yabancılık çekmesin diye ülkeyi çölemi çeviriyolar?,1
Arkadaşlar siz lensli gözü ayırt edemiyor musunuz,1
Antalyafan Manavgat a gidecek var mı? Varsa bana ulaşabilir mi?,1
"Anneler çocuklarının acı çektiğini hissedermiş, neredesin anne?",1
"bitch , ito na ba yun",1
Sizi rahatsız eden eleştirilmek mi? Yoksa her bireyin özgürce fikrini açıklmaması mı nedir sizi rahatsız eden?,1
mood  kime söveyim kimlere saydırayım?,1
Sevgilinizin yakın kız arkadaşı veya yakın erkek arkadaşı olabilir mi ?,1
B side olmak için fazla mı iyi ne?,1
Beş bin senelik kıssa yarım hisse mi verdi?,1
,1
"Yanan ormanlar,sel felaketleri,katledilen kadinlar,is bulamadigi icin intihar eden insanlar,pandemi...Akil sagligimizi nasil koruyacagiz?",1
"Tartışmak istiyorsanız , tartışabiliriz . Ama dünya görüşüme ya sen şaka mısın",1
"diğer ülkelerden yardım talebini ayıplayanlar, devletin iban atarak milletinden para dilenmesini şakşaklıyor??",1
Bir Söz Var Bilirmisin?,1
Bu memlekete ne zaman gelsem başıma travmatik şeyler geliyor. Seninle nasıl anlaşıcaz biz Yalova ?,1
Yangınları chp söndürecekse siz ne işe yararsınız   Burası sizin memleketiniz değil mi ???,1
diri diri cehennemi yaşıyoruz bu çığlıklar nasıl duyulmaz nasıl,1
Uçakların suyu yere değmeden rüzgarı ateşi körlüyor nasıl söndürülebilir ki,1
Bu yaşananlar kıyamet alametleri değilde nedir?,1
Bu adam melek olabilir mi,1
"Ben böyle içsel sıkıntı,hüzün,kalp ağrısı,nefes alamama görmedim. Napıyoruz biz? Nasıl bir acı bu?",1
Değiliz arkadaş. Hayal kurmayın bir zahmet. Her afet olduğunda bunun farkına nasil varmıyorsunuz?,1
"doğal afetlere önlem alınmamasını mı , oluşan sonuçların telafi edilememesini mi",1
Şartları en makbul h l  getirelim mi ?,1
Ormanların yanmasına müsaade etmek zorunda kaldık derken???,1
Dünya NedenYanıyor,1
Yangın haberlerine mi üzülelim yoksa kadın cinayetine yeni kurban eklenmesine mi,1
Kim geri getirecek kaybolan yılları söyle?,1
Hani kadınlar Allah in emanetiydi,1
Daha kac kişi ölecek,1
Aksama plan nedir ?,1
"Her nereye baksan kötü bi haber var, insan bu şekilde nasıl kendini sağlıklı, mutlu ve huzurlu hissedebilir ki?",1
Neden,1
"Ülkemizin her yeri cayır cayır yanıyor,nasıl başa çıkacağımzı  bilmiyoruz bu kadar yangını nasıl söndüreceğz?",1
Yurt dışından yardım için gönderilecek olan uçaklar nerede???    Gören var mı?,1
Bizi İnstagram da Takip Ediyor musunuz,1
peki THK başkanı nerede,1
Tecavüz etmişsin sonra niye öldürüyorsun,1
Cennet?,1
Bu orospu çocuklarının hangisi ecüc ile mecüc?,1
kalbiniz kırıldığında ne yapıyorsunuz?,1
"Bu nasıl devir, bu nasıl devran?",1
Simone Beauvoir   sebebi nedir?,1
Düşlemek çok mu zor ki ?,1
Memleketim ısparta sütçüler yanıyor . Yardıma giden insanları neden almıyorsunuz,1
ülke özeti   deve de sonra demiş  Nerem doğru ki ?,1
Yurtdışında master mı,1
Dest xweş   çi ye ?,1
"Burasıda yandı, öğle saatlerinde yanıyordu?  Şu an belirsiz ?",1
